artist,availability,colorIdentity,colors,defense,edhrecRank,edhrecSaltiness,frameVersion,keywords,layout,life,loyalty,manaCost,manaValue,name,number,otherFaceIds,power,printings,rarity,setCode,subtypes,supertypes,toughness,types
Austin Hsu,"mtgo, paper",R,R,,14572.0,0.2,2003,,normal,,,{R},1.0,Forge Devil,91,,1,"DKA, JMP, M15, MB1, SIS",common,DKA,Devil,,1,Creature
Steven Belledin,"mtgo, paper",R,R,,18863.0,,2003,Transform,transform,,,{1}{R},2.0,Hinterland Hermit // Hinterland Scourge,94,7dddff97-6436-5e71-8e1e-abbe2af9154f,2,DKA,common,DKA,"Human, Werewolf",,1,Creature
Jana Schirmer & Johannes Voss,"mtgo, paper",R,R,,11177.0,,2003,Double strike,normal,,,{1}{R}{R},3.0,Markov Blademaster,96,,1,DKA,rare,DKA,"Vampire, Warrior",,1,Creature
Cynthia Sheppard,"mtgo, paper",R,R,,20820.0,,2003,Haste,normal,,,{5}{R},6.0,Markov Warlord,97,,4,"DKA, J22",uncommon,DKA,"Vampire, Warrior",,4,Creature
Mike Sass,"mtgo, paper",R,R,,7172.0,,2003,Transform,transform,,,{3}{R},4.0,Mondronen Shaman // Tovolar's Magehunter,98,0a0444ca-b731-5818-bd39-8c7094c7ef87,3,"DKA, PDKA, PRM",rare,DKA,"Human, Shaman, Werewolf",,2,Creature
Todd Lockwood,"mtgo, paper",R,R,,9752.0,0.05,2003,Flying,normal,,,{3}{R}{R}{R},6.0,Moonveil Dragon,99,,5,DKA,mythic,DKA,Dragon,,5,Creature
Michael C. Hayes,"mtgo, paper",R,R,,21324.0,,2003,Undying,normal,,,{4}{R},5.0,Nearheath Stalker,100,,4,"DKA, PRM, PW12",common,DKA,"Vampire, Rogue",,1,Creature
Lars Grant-West,"mtgo, paper",R,R,,7822.0,,2003,Undying,normal,,,{2}{R},3.0,Pyreheart Wolf,101,,1,DKA,uncommon,DKA,Wolf,,1,Creature
Christopher Moeller,"mtgo, paper",R,R,,24898.0,,2003,,normal,,,{3}{R},4.0,Russet Wolves,102,,3,DKA,common,DKA,Wolf,,3,Creature
Jaime Jones,"mtgo, paper",R,R,,24263.0,0.44,2003,,normal,,,{4}{R},5.0,Scorch the Fields,103,,,DKA,common,DKA,,,,Sorcery
Terese Nielsen,"mtgo, paper",R,R,,8738.0,0.06,2003,Flashback,normal,,,{2}{R},3.0,Shattered Perception,104,,,DKA,uncommon,DKA,,,,Sorcery
Svetlin Velinov,"mtgo, paper",R,R,,22918.0,,2003,"Enchant, Flash",normal,,,{1}{R},2.0,Talons of Falkenrath,105,,,DKA,common,DKA,Aura,,,Enchantment
Todd Lockwood,"mtgo, paper",R,R,,21455.0,0.05,2003,,normal,,,{3}{R},4.0,Wrack with Madness,107,,,DKA,common,DKA,,,,Sorcery
Daarken,"mtgo, paper",G,G,,14319.0,,2003,Flash,normal,,,{3}{G},4.0,Briarpack Alpha,108,,3,"DKA, J22, M14",uncommon,DKA,Wolf,,3,Creature
Anthony Francisco,"mtgo, paper",G,G,,16375.0,0.15,2003,Fateful hour,normal,,,{2}{G},3.0,Clinging Mists,109,,,DKA,common,DKA,,,,Instant
John Avon,"mtgo, paper",G,G,,4228.0,0.04,2003,,normal,,,{1}{G},2.0,Dawntreader Elk,111,,2,"DKA, JMP",common,DKA,Elk,,2,Creature
Nils Hamm,"mtgo, paper",G,G,,17739.0,0.05,2003,,normal,,,{1}{G},2.0,Deranged Outcast,112,,2,DKA,rare,DKA,"Human, Rogue",,1,Creature
Tomasz Jedruszek,"mtgo, paper",G,G,,20009.0,0.06,2003,Enchant,normal,,,{2}{G},3.0,Favor of the Woods,113,,,DKA,common,DKA,Aura,,,Enchantment
Steve Prescott,"mtgo, paper",G,G,,7859.0,0.26,2003,,normal,,,{5}{G},6.0,Feed the Pack,114,,,"DKA, J22",rare,DKA,,,,Enchantment
Volkan BaÇµa,"mtgo, paper",G,G,,8777.0,0.26,2003,,normal,,,{7}{G},8.0,Ghoultree,115,,10,DKA,rare,DKA,"Zombie, Treefolk",,10,Creature
Slawomir Maniak,"mtgo, paper",G,G,,14009.0,0.05,2003,"Morbid, Trample",normal,,,{5}{G},6.0,Gravetiller Wurm,116,,4,DKA,uncommon,DKA,Wurm,,4,Creature
Dave Kendall,"mtgo, paper",G,G,,17036.0,,2003,,normal,,,{3}{G}{G},5.0,Hollowhenge Beast,118,,5,DKA,common,DKA,Beast,,5,Creature
Vincent Proce,"mtgo, paper",G,G,,9553.0,,2003,"Deathtouch, Reach",normal,,,{2}{G}{G},4.0,Kessig Recluse,121,,2,DKA,common,DKA,Spider,,3,Creature
Matt Stewart,"mtgo, paper",G,G,,10766.0,,2003,Transform,transform,,,{2}{G},3.0,Lambholt Elder // Silverpelt Werewolf,122,da5ed573-adba-58da-ae0f-08b38fafae9c,1,DKA,uncommon,DKA,"Human, Werewolf",,2,Creature
Matt Stewart,"mtgo, paper",G,G,,14418.0,0.5,2003,,normal,,,{3}{G}{G},5.0,Lost in the Woods,123,,,DKA,rare,DKA,,,,Enchantment
Cynthia Sheppard,"mtgo, paper",G,G,,5047.0,,2003,Transform,transform,,,{1}{G},2.0,Scorned Villager // Moonscarred Werewolf,125,dc98dce3-262d-5788-a15f-5839588393dc,1,DKA,common,DKA,"Human, Werewolf",,1,Creature
Jaime Jones,"mtgo, paper",G,G,,20083.0,,2003,Forestwalk,normal,,,{1}{G},2.0,Somberwald Dryad,126,,2,DKA,common,DKA,Dryad,,2,Creature
Jason Chan,"mtgo, paper",G,G,,10116.0,0.11,2003,"Haste, Undying",normal,,,{G}{G},2.0,Strangleroot Geist,127,,2,"DKA, PDKA, PLIST, PRM",uncommon,DKA,Spirit,,1,Creature
Jung Park,"mtgo, paper","G, U",G,,16873.0,0.17,2003,Flashback,normal,,,{1}{G},2.0,Tracker's Instincts,128,,,DKA,uncommon,DKA,,,,Sorcery
Jason A. Engle,"mtgo, paper",G,G,,7826.0,,2003,Morbid,normal,,,{2}{G},3.0,Ulvenwald Bear,129,,2,DKA,common,DKA,Bear,,2,Creature
David Rapoza,"mtgo, paper",G,G,,25116.0,0.04,2003,"Fateful hour, Vigilance",normal,,,{4}{G},5.0,Village Survivors,130,,4,DKA,uncommon,DKA,Human,,5,Creature
Karl Kopinski,"mtgo, paper","G, R",G,,21633.0,0.06,2003,Flashback,normal,,,{2}{G},3.0,Wild Hunger,132,,,"DKA, UMA",common,DKA,,,,Instant
Zoltan Boros,"mtgo, paper",G,G,,9958.0,,2003,Transform,transform,,,{G},1.0,Wolfbitten Captive // Krallenhorde Killer,133,e9a348e6-d996-5ddf-bbef-598adb934794,1,DKA,rare,DKA,"Human, Werewolf",,1,Creature
Ryan Pancoast,"mtgo, paper",G,G,,6455.0,,2003,Undying,normal,,,{G},1.0,Young Wolf,134,,1,"DKA, J22, SIS",common,DKA,Wolf,,1,Creature
Peter Mohrbacher,"mtgo, paper","U, W","U, W",,3642.0,0.21,2003,Flying,normal,,,{1}{W}{U},3.0,Drogskol Captain,136,,2,"DKA, FMB1, SIS, VOC",uncommon,DKA,"Spirit, Soldier",,2,Creature
Chris Rahn,"mtgo, paper","G, R","G, R",,5440.0,,2003,Transform,transform,,,{2}{R}{G},4.0,Huntmaster of the Fells // Ravager of the Fells,140,9e35bea5-695f-54ad-affc-c75ac7cde0d2,2,"DKA, SIS, SLD, V17",mythic,DKA,"Human, Werewolf",,2,Creature
Terese Nielsen,"mtgo, paper","G, R","G, R",,4635.0,0.08,2003,"Intimidate, Transform",normal,,,{1}{R}{G},3.0,Immerwolf,141,,2,"DKA, SIS",uncommon,DKA,Wolf,,2,Creature
Daarken,"mtgo, paper",,,,19552.0,,2003,,normal,,,{3},3.0,Altar of the Lost,144,,,DKA,uncommon,DKA,,,,Artifact
James Paick,"mtgo, paper",,,,14777.0,0.13,2003,Equip,normal,,,{1},1.0,Avacyn's Collar,145,,,"DKA, SIS",uncommon,DKA,Equipment,,,Artifact
Ryan Yee,"mtgo, paper",,,,7342.0,,2003,Transform,transform,,,{3},3.0,Chalice of Life // Chalice of Death,146,429cf546-1ea8-5acf-9f3c-9d17394a1875,,DKA,uncommon,DKA,,,,Artifact
Eric Deschamps,"mtgo, paper",B,,,6519.0,,2003,"Equip, Transform",transform,,,{7},7.0,"Elbrus, the Binding Blade // Withengar Unbound",147,5b2da00b-8ae3-5a52-b377-163555853a69,,"DKA, PCTB, V17",mythic,DKA,Equipment,Legendary,,Artifact
Anthony Palumbo,"mtgo, paper",,,,11773.0,,2003,Equip,normal,,,{2},2.0,Executioner's Hood,148,,,DKA,common,DKA,Equipment,,,Artifact
Daniel Ljunggren,"mtgo, paper",,,,1526.0,0.85,2003,,normal,,,{1},1.0,Grafdigger's Cage,149,,,"DKA, M20, MM3, PM20, PRM, SLD",rare,DKA,,,,Artifact
Winona Nelson,"mtgo, paper",,,,21013.0,,2003,Equip,normal,,,{3},3.0,Heavy Mattock,150,,,DKA,common,DKA,Equipment,,,Artifact
Jaime Jones,"mtgo, paper",,,,15972.0,0.22,2003,,normal,,,{3},3.0,Helvault,151,,,"DKA, PLIST, V16",mythic,DKA,,Legendary,,Artifact
Daniel Ljunggren,"mtgo, paper",,,,18670.0,0.2,2003,,normal,,,{3},3.0,Warden of the Wall,153,,,DKA,uncommon,DKA,,,,Artifact
Daniel Ljunggren,"mtgo, paper",,,,14947.0,0.07,2003,Equip,normal,,,{1},1.0,Wolfhunter's Quiver,154,,,DKA,uncommon,DKA,Equipment,,,Artifact
Anson Maddocks,paper,B,B,,23759.0,,1997,,normal,,,{2}{B},3.0,Foul Familiar,5,,3,"DKM, ICE, ME2",common,DKM,Spirit,,1,Creature
Tom WÃ¤nerstrand,paper,R,R,,16126.0,0.06,1997,,normal,,,{X}{R},1.0,Lava Burst,16,,,"DKM, ICE, ME2",common,DKM,,,,Sorcery
Dan Frazier,paper,R,R,,16651.0,,1997,,normal,,,{1}{R}{R},3.0,Orcish Cannoneers,17,,1,"DKM, ICE, ME2",uncommon,DKM,"Orc, Warrior",,3,Creature
Quinton Hoover,paper,G,G,,6949.0,,1997,,normal,,,{1}{G},2.0,Balduvian Bears,22,,2,"DKM, ICE",common,DKM,Bear,,2,Creature
NÃ©NÃ© Thomas & Catherine Buck,paper,G,G,,25085.0,,1997,,normal,,,{4}{G},5.0,Folk of the Pines,25,,2,"DKM, ICE, ME2",common,DKM,Dryad,,5,Creature
Anthony S. Waters,paper,,,,20750.0,,1997,Defender,normal,,,{4},4.0,Walking Wall,38,,0,"DKM, ICE, ME1",uncommon,DKM,Wall,,6,"Artifact, Creature"
Nestor Ossandon Leal,"mtgo, paper","B, R, W","B, R, W",,2789.0,0.23,2015,Treasure,normal,,5,{1}{R}{W}{B},4.0,"Dihada, Binder of Wills",1,,,DMC,mythic,DMC,Dihada,Legendary,,Planeswalker
Manuel CastaÃ±Ã³n,"mtgo, paper","B, G, R, U, W","B, G, R, U, W",,6580.0,0.14,2015,Treasure,normal,,5,{W}{U}{B}{R}{G},5.0,Jared Carthalion,2,,,DMC,mythic,DMC,Jared,Legendary,,Planeswalker
Livia Prima,"mtgo, paper","B, G, R, U, W","G, W",,5117.0,0.11,2015,Scry,normal,,,{G}{W},2.0,"Jenson Carthalion, Druid Exile",3,,2,DMC,mythic,DMC,"Human, Druid",Legendary,2,Creature
Ryan Pancoast,"mtgo, paper","B, R, W","B, R, W",,2904.0,0.14,2015,Menace,normal,,,{1}{R}{W}{B},4.0,"Shanid, Sleepers' Scourge",4,,2,DMC,mythic,DMC,"Human, Knight",Legendary,4,Creature
John Tedrick,"mtgo, paper",W,W,,9207.0,0.06,2015,Flying,normal,,,{3}{W},4.0,"Zeriam, Golden Wind",5,,3,DMC,rare,DMC,Griffin,Legendary,4,Creature
Marta Nael,"mtgo, paper",B,B,,8682.0,0.13,2015,Menace,normal,,,{2}{B},3.0,"Moira, Urborg Haunt",6,,3,DMC,rare,DMC,"Spirit, Wizard",Legendary,2,Creature
Sidharth Chaturvedi,"mtgo, paper",R,R,,6583.0,0.08,2015,,normal,,,{2}{R},3.0,Mana Cannons,7,,,DMC,rare,DMC,,,,Enchantment
Yigit Koroglu,"mtgo, paper",R,R,,1496.0,0.33,2015,"Equip, Treasure",normal,,,{2}{R},3.0,The Reaver Cleaver,8,,,DMC,rare,DMC,Equipment,Legendary,,Artifact
Antonio JosÃ© Manzanedo,"mtgo, paper","B, R","B, R",,4859.0,0.21,2015,"Flying, Haste",normal,,,{5}{B}{R},7.0,"Bladewing, Deathless Tyrant",9,,6,DMC,rare,DMC,"Dragon, Skeleton",Legendary,6,Creature
Joseph Weston,"mtgo, paper","R, W","R, W",,3651.0,0.22,2015,,normal,,,{2}{R}{W},4.0,"Cadric, Soul Kindler",10,,4,DMC,rare,DMC,"Dwarf, Wizard",Legendary,3,Creature
Victor Adame Minguez,"mtgo, paper",G,"B, G, R, U, W",,5668.0,0.25,2015,,normal,,,{2}{G},3.0,Fallaji Wayfarer,11,,2,DMC,rare,DMC,"Human, Scout",,4,Creature
Justyna Dura,"mtgo, paper","B, G, R, U, W","B, G, R, U, W",,7532.0,0.36,2015,,normal,,,{W}{U}{B}{R}{G},5.0,Iridian Maelstrom,12,,,DMC,rare,DMC,,,,Sorcery
Filip Burburan,"mtgo, paper","B, G, R, U, W","B, G, R, U, W",,7010.0,0.33,2015,"Lifelink, Trample, Vigilance",normal,,,{5}{W}{U}{B}{R}{G},10.0,Primeval Spawn,13,,10,DMC,rare,DMC,Avatar,,10,Creature
Fajareka Setiawan,"mtgo, paper","B, G, R, U, W","B, G, R, U, W",,3825.0,0.16,2015,"Flying, Haste, Menace",normal,,,{1}{W}{U}{B}{R}{G},6.0,Two-Headed Hellkite,14,,5,DMC,rare,DMC,Dragon,,5,Creature
Nestor Ossandon Leal,"mtgo, paper","B, G, R, U, W","B, G, R, U, W",,5878.0,0.14,2015,,normal,,,{2}{W}{U}{B}{R}{G},7.0,Unite the Coalition,15,,,DMC,rare,DMC,,,,Instant
Alix Branwyn,"mtgo, paper","B, W","B, W",,8339.0,0.11,2015,"Deathtouch, Flying, Lifelink",normal,,,{1}{W}{B},3.0,"Verrak, Warped Sengir",16,,2,DMC,rare,DMC,Vampire,Legendary,2,Creature
Sam Burley,"mtgo, paper",,,,4732.0,0.26,2015,Flash,normal,,,{1},1.0,Gerrard's Hourglass Pendant,17,,,DMC,rare,DMC,,Legendary,,Artifact
Andrew Mar,"mtgo, paper",,,,7362.0,0.04,2015,,normal,,,{2},2.0,Obsidian Obelisk,18,,,DMC,rare,DMC,,,,Artifact
Zoltan Boros,"mtgo, paper",,,,4059.0,0.38,2015,Haste,normal,,,{3},3.0,The Peregrine Dynamo,19,,1,DMC,rare,DMC,Construct,Legendary,5,"Artifact, Creature"
Alexander Mokhov,"mtgo, paper",,,,3870.0,0.14,2015,,normal,,,{2},2.0,Tiller Engine,20,,1,DMC,rare,DMC,Construct,,3,"Artifact, Creature"
Irina Nordsol,"mtgo, paper",W,W,,6233.0,0.11,2015,,normal,,,{3}{W},4.0,Historian's Boon,21,,,DMC,rare,DMC,,,,Enchantment
Chuck Lukacs,"mtgo, paper",W,W,,13864.0,0.17,2015,Vigilance,normal,,,{3}{W},4.0,Robaran Mercenaries,22,,3,DMC,rare,DMC,"Human, Mercenary",,4,Creature
PINDURSKI,"mtgo, paper",U,U,,6866.0,0.11,2015,,normal,,,{1}{U}{U},3.0,Emperor Mihail II,23,,3,DMC,rare,DMC,"Merfolk, Noble",Legendary,3,Creature
Mathias Kollros,"mtgo, paper",B,B,,7001.0,0.25,2015,Flash,normal,,,{2}{B},3.0,Activated Sleeper,24,,0,DMC,rare,DMC,"Phyrexian, Shapeshifter",,0,Creature
Chris Seaman,"mtgo, paper",R,R,,9637.0,0.07,2015,"Battle Cry, Heroic",normal,,,{R},1.0,"Rosnakht, Heir of Rohgahh",25,,0,DMC,rare,DMC,"Kobold, Warrior",Legendary,1,Creature
Andrew Mar,"mtgo, paper",G,G,,9092.0,,2015,,normal,,,{2}{G}{G},4.0,"Baru, Wurmspeaker",26,,3,DMC,rare,DMC,"Human, Druid",Legendary,3,Creature
Tuan Duong Chu,"mtgo, paper",G,G,,3025.0,0.16,2015,"Landfall, Protection",normal,,,{3}{G}{G},5.0,"Greensleeves, Maro-Sorcerer",27,,*,"DMC, PLIST",mythic,DMC,Elemental,Legendary,*,Creature
Zoltan Boros,"mtgo, paper",,,,12583.0,0.1,2015,,normal,,,{3},3.0,The Mana Rig,28,,,DMC,mythic,DMC,,Legendary,,Artifact
Aurore Folny,"mtgo, paper","U, W","U, W",,14690.0,0.14,2015,,normal,,,{3}{W}{U},5.0,"Ayesha Tanaka, Armorer",29,,2,DMC,rare,DMC,"Human, Artificer",Legendary,4,Creature
Campbell White,"mtgo, paper","B, U, W","B, U, W",,14583.0,0.12,2015,,normal,,,{W}{U}{B},3.0,The Ever-Changing 'Dane,30,,3,DMC,rare,DMC,Shapeshifter,Legendary,3,Creature
Heonhwa Choe,"mtgo, paper","G, R","G, R",,8956.0,0.11,2015,,normal,,,{2}{R}{G},4.0,General Marhault Elsdragon,31,,4,DMC,uncommon,DMC,"Elf, Warrior",Legendary,4,Creature
Bryan Sola,"mtgo, paper","G, R, W","G, R, W",,8443.0,0.04,2015,Desertwalk,normal,,,{R}{G}{W},3.0,"Hazezon, Shaper of Sand",32,,3,DMC,rare,DMC,"Human, Warrior",Legendary,3,Creature
Bastien L. Deharme,"mtgo, paper","G, W","G, W",,12178.0,0.12,2015,,normal,,,{1}{G}{W},3.0,Jasmine Boreal of the Seven,33,,2,DMC,uncommon,DMC,"Human, Druid",Legendary,4,Creature
Ilse Gort,"mtgo, paper","G, U, W","U, W",,14269.0,0.09,2015,,normal,,,{1}{W}{U},3.0,"Jedit Ojanen, Mercenary",34,,3,DMC,mythic,DMC,"Cat, Mercenary",Legendary,3,Creature
Scott Murphy,"mtgo, paper","G, R","G, R",,18247.0,0.04,2015,,normal,,,{3}{R}{G},5.0,The Lady of Otaria,35,,5,DMC,mythic,DMC,Avatar,Legendary,5,Creature
Nestor Ossandon Leal,"mtgo, paper","G, W","G, W",,13888.0,,2015,Reach,normal,,,{1}{G}{W},3.0,Ohabi Caleria,36,,1,DMC,rare,DMC,"Elf, Archer",Legendary,3,Creature
Daarken,"mtgo, paper","B, R","B, R",,11021.0,0.12,2015,Trample,normal,,,{5}{B}{R},7.0,"Orca, Siege Demon",37,,5,DMC,rare,DMC,Demon,Legendary,5,Creature
Anna Steinbauer,"mtgo, paper","B, U","B, U",,8125.0,0.2,2015,Treasure,normal,,,{2}{U}{B},4.0,"Ramirez DePietro, Pillager",38,,4,DMC,uncommon,DMC,"Human, Pirate",Legendary,3,Creature
Manuel CastaÃ±Ã³n,"mtgo, paper","B, U","B, U",,10013.0,0.57,2015,Deathtouch,normal,,,{2}{U}{B},4.0,"Ramses, Assassin Lord",39,,4,DMC,rare,DMC,"Human, Assassin",Legendary,4,Creature
Matt Stewart,"mtgo, paper","U, W","U, W",,15636.0,0.14,2015,,normal,,,{1}{W}{U},3.0,"Rasputin, the Oneiromancer",40,,4,DMC,rare,DMC,"Human, Wizard",Legendary,1,Creature
Chris Seaman,"mtgo, paper","B, R","B, R",,13595.0,0.08,2015,,normal,,,{3}{B}{R},5.0,"Rohgahh, Kher Keep Overlord",41,,4,DMC,rare,DMC,"Kobold, Warrior",Legendary,4,Creature
Randy Vargas,"mtgo, paper","G, R","G, R",,11158.0,0.35,2015,,normal,,,{2}{R}{G},4.0,"Stangg, Echo Warrior",42,,3,DMC,rare,DMC,"Human, Warrior",Legendary,4,Creature
Livia Prima,"mtgo, paper","B, U","B, U",,7361.0,0.28,2015,,normal,,4,{2}{U}{B},4.0,"Sivitri, Dragon Master",43,,,DMC,mythic,DMC,Sivitri,Legendary,,Planeswalker
Lius Lasahido,"mtgo, paper","B, R, U","B, R, U",,10546.0,0.18,2015,,normal,,,{U}{B}{R},3.0,"Tetsuo, Imperial Champion",44,,3,DMC,mythic,DMC,"Human, Samurai",Legendary,3,Creature
Dmitry Burmak,"mtgo, paper","U, W","U, W",,18824.0,0.07,2015,Flash,normal,,,{2}{W}{U},4.0,"Tobias, Doomed Conqueror",45,,3,DMC,uncommon,DMC,"Human, Soldier",Legendary,2,Creature
Karl Kopinski,"mtgo, paper","B, R","B, R",,6255.0,0.34,2015,"Lifelink, Reach",normal,,,{3}{B}{R},5.0,Tor Wauki the Younger,46,,3,DMC,uncommon,DMC,"Human, Archer",Legendary,3,Creature
Volkan BaÇµa,"mtgo, paper","G, W","G, W",,11402.0,0.08,2015,,normal,,,{5}{G}{W},7.0,"Torsten, Founder of Benalia",47,,7,DMC,mythic,DMC,"Human, Soldier",Legendary,7,Creature
Mila Pesic,"mtgo, paper","B, G, R","B, G, R",,10866.0,0.06,2015,"Flying, Haste",normal,,,{1}{B}{R}{G},4.0,"Xira, the Golden Sting",48,,3,DMC,rare,DMC,"Insect, Assassin",Legendary,3,Creature
Bastien L. Deharme,"mtgo, paper",W,W,,4355.0,0.24,2015,,normal,,,{4}{W}{W},6.0,The Circle of Loyalty,98,,,"DMC, ELD, J22, PELD",mythic,DMC,,Legendary,,Artifact
Bram Sels,"mtgo, paper",W,W,,5806.0,0.08,2015,,normal,,,{1}{W},2.0,Hero of Precinct One,101,,2,"DMC, PRNA, RNA",rare,DMC,"Human, Warrior",,2,Creature
Tyler Jacobson,"mtgo, paper",B,B,,4160.0,0.09,2015,"Kicker, Menace",normal,,,{2}{B}{B},4.0,"Josu Vess, Lich Knight",113,,4,"DMC, DOM, MOC, PDOM, SCD",rare,DMC,"Zombie, Knight",Legendary,5,Creature
Jakub Kasper,"mtgo, paper",B,B,,4636.0,0.22,2015,Flying,normal,,,{4}{B}{B},6.0,"Kothophed, Soul Hoarder",114,,6,"DMC, J22, ORI, PORI, PRM, SLD",rare,DMC,Demon,Legendary,6,Creature
Chris Rallis,"mtgo, paper",R,R,,1134.0,0.13,2015,"Haste, Treasure",normal,,,{2}{R},3.0,Captain Lannery Storm,120,,2,"DMC, J22, MUL, PXLN, XLN",rare,DMC,"Human, Pirate",Legendary,2,Creature
Mark Behm,"mtgo, paper",R,R,,580.0,0.31,2015,,normal,,,{2}{R},3.0,"Krenko, Tin Street Kingpin",124,,1,"DMC, MOC, NEC, PLIST, PWAR, SLD, WAR",rare,DMC,Goblin,Legendary,2,Creature
Igor Kieryluk,"mtgo, paper",R,R,,2375.0,0.26,2015,Trample,normal,,,{2}{R}{R},4.0,"Neheb, Dreadhorde Champion",125,,5,"DMC, PRES, PWAR, WAR",rare,DMC,"Zombie, Minotaur, Warrior",Legendary,4,Creature
Izzy,"mtgo, paper",R,R,,164.0,0.05,2015,,normal,,,{1}{R},2.0,Thrill of Possibility,127,,,"DMC, DMU, ELD, J22, LTC, M21, MB1, ONE, STA, THB",common,DMC,,,,Instant
Grzegorz Rutkowski,"mtgo, paper",G,G,,768.0,0.09,2015,Cycling,normal,,,{3}{G},4.0,Migration Path,135,,,"DMC, IKO, NCC",uncommon,DMC,,,,Sorcery
Daniel Ljunggren,"mtgo, paper","B, G, R, U, W",G,,10644.0,0.17,2015,,normal,,,{1}{G},2.0,Path to the World Tree,136,,,"DMC, KHM, PLIST",uncommon,DMC,,,,Enchantment
Lius Lasahido,"mtgo, paper","B, W","B, W",,3017.0,0.08,2015,"Deathtouch, Lifelink",normal,,,{3}{W}{B},5.0,Arvad the Cursed,141,,3,"DMC, DOM, MOC, PDOM",uncommon,DMC,"Vampire, Knight",Legendary,3,Creature
Raoul Vitale,"mtgo, paper","G, W","G, W",,491.0,0.23,2015,Vigilance,normal,,,{1}{G}{W},3.0,Faeburrow Elder,149,,0,"DMC, ELD, PELD, SLD",rare,DMC,"Treefolk, Druid",,0,Creature
Chris Rahn,"mtgo, paper","G, R, U","G, R, U",,5607.0,0.28,2015,"Flying, Mutate, Trample",mutate,,,{2}{G}{U}{R},5.0,"Illuna, Apex of Wishes",154,,6,"DMC, IKO, PIKO, PRM",mythic,DMC,"Beast, Elemental, Dinosaur",Legendary,6,Creature
Victor Adame Minguez,"mtgo, paper","B, W","B, W",,1746.0,0.28,2015,,normal,,,{W}{W}{B}{B},4.0,Kaya's Wrath,155,,,"DMC, PRNA, RNA",rare,DMC,,,,Sorcery
Slawomir Maniak,"mtgo, paper","B, G, W","B, G, W",,3450.0,0.28,2015,"Deathtouch, Lifelink, Mutate",mutate,,,{2}{W}{B}{G},5.0,"Nethroi, Apex of Death",163,,5,"DMC, IKO, PIKO, PRM",mythic,DMC,"Cat, Nightmare, Beast",Legendary,5,Creature
Yigit Koroglu,"mtgo, paper","B, W","B, W",,1302.0,0.35,2015,,normal,,,{5}{W}{B},7.0,Primevals' Glorious Rebirth,165,,,"DMC, DOM, PDOM",rare,DMC,,Legendary,,Sorcery
Kieran Yanner,"mtgo, paper","G, R, W","G, R, W",,4632.0,0.16,2015,Flying,normal,,,{2}{R}{G}{W},5.0,"Rienne, Angel of Rebirth",166,,5,"DMC, M20",mythic,DMC,Angel,Legendary,4,Creature
Jaime Jones,"mtgo, paper","G, R, U","G, R, U",,2112.0,0.23,2015,Flash,normal,,,{2}{G}{U}{R},5.0,Surrak Dragonclaw,169,,6,"DMC, KTK, PKTK",mythic,DMC,"Human, Warrior",Legendary,6,Creature
Svetlin Velinov,"mtgo, paper","U, W","U, W",,851.0,0.44,2015,,normal,,,{2}{W}{W}{U},5.0,Time Wipe,173,,,"DMC, MOC, PCTB, PRM, PWAR, SCD, WAR",rare,DMC,,,,Sorcery
Adam Rex,"mtgo, paper",,,,9182.0,,2015,,normal,,,{2},2.0,Sword of the Chosen,192,,,"DMC, PLIST, STH",rare,DMC,,Legendary,,Artifact
Nils Hamm,"mtgo, paper",,,,3946.0,0.05,2015,,normal,,,,0.0,Bad River,197,,,"DMC, MIR, VMA",uncommon,DMC,,,,Land
Alan Pollack,"mtgo, paper","B, G, R, U, W",,,5313.0,0.08,2015,,normal,,,,0.0,Crystal Quarry,206,,,"DMC, ODY",rare,DMC,,,,Land
John Matson,"mtgo, paper",R,,,2983.0,0.09,2015,,normal,,,,0.0,Shivan Gorge,232,,,"DMC, PLIST, USG, V12",rare,DMC,,Legendary,,Land
Chris Rallis,"mtgo, paper",W,W,,23940.0,0.09,2015,,normal,,,{1}{W},2.0,Cleric of the Forward Order,3,,2,"DMR, ORI",common,DMR,"Human, Cleric",,2,Creature
Ekaterina Burmak,"mtgo, paper",W,W,,12991.0,0.16,2015,Threshold,normal,,,{1}{W}{W},3.0,Divine Sacrament,5,,,"DMR, ODY",rare,DMR,,,,Enchantment
Svetlin Velinov,"mtgo, paper",W,W,,19210.0,,2015,"Cycling, Enchant",normal,,,{3}{W},4.0,Improvised Armor,10,,,"DMR, ONS",uncommon,DMR,Aura,,,Enchantment
Paolo Parente,"mtgo, paper",W,W,,12340.0,0.08,2015,Flying,normal,,,{1}{W}{W},3.0,Lieutenant Kirtar,12,,2,"DMR, ODY",rare,DMR,"Bird, Soldier",Legendary,2,Creature
Chris Rahn,"mtgo, paper",W,W,,1937.0,0.24,2015,"First strike, Flying, Lifelink",normal,,,{3}{W}{W},5.0,Lyra Dawnbringer,13,,5,"DMR, DOM, J22, PDOM",mythic,DMR,Angel,Legendary,5,Creature
Paolo Parente,"mtgo, paper",W,W,,24930.0,,2015,Threshold,normal,,,{3}{W},4.0,Mystic Zealot,16,,2,"DMR, ODY, VMA",common,DMR,"Human, Nomad, Mystic",,4,Creature
Pete Venters,"mtgo, paper",W,W,,21727.0,,2015,Threshold,normal,,,{2}{W},3.0,Nomad Decoy,17,,1,"DMR, ODY",common,DMR,"Human, Nomad",,2,Creature
